model_name,model_size,token_id,final_text,strategy,cpu_time,cuda_time,cpu_memory_usage,cuda_memory_usage,self_cpu_memory_usage,self_cuda_memory_usage
EleutherAI/pythia-160m,162322944,19,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up",cpu,165554.0,0.0,904324,0,-75023224,0
EleutherAI/pythia-160m,162322944,20,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and",cpu,196402.0,0.0,905476,0,-76038668,0
EleutherAI/pythia-160m,162322944,21,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks",cpu,179265.0,0.0,906628,0,-78058288,0
EleutherAI/pythia-160m,162322944,22,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like",cpu,203693.0,0.0,907780,0,-79037380,0
EleutherAI/pythia-160m,162322944,23,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a",cpu,169802.0,0.0,908932,0,-80353564,0
EleutherAI/pythia-160m,162322944,24,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face",cpu,197798.0,0.0,910084,0,-82128336,0
EleutherAI/pythia-160m,162322944,25,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to",cpu,190886.0,0.0,911236,0,-83306136,0
EleutherAI/pythia-160m,162322944,26,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the",cpu,190303.0,0.0,912388,0,-83983120,0
EleutherAI/pythia-160m,162322944,27,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince",cpu,190025.0,0.0,913540,0,-85818752,0
EleutherAI/pythia-160m,162322944,28,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince.",cpu,202998.0,0.0,914692,0,-87102560,0
EleutherAI/pythia-160m,162322944,29,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because",cpu,192818.0,0.0,915844,0,-88691496,0
EleutherAI/pythia-160m,162322944,30,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero",cpu,188147.0,0.0,916996,0,-89870984,0
EleutherAI/pythia-160m,162322944,31,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring",cpu,174459.0,0.0,918148,0,-91518360,0
EleutherAI/pythia-160m,162322944,32,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is",cpu,178250.0,0.0,919300,0,-93122932,0
EleutherAI/pythia-160m,162322944,33,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built",cpu,202832.0,0.0,920452,0,-94309820,0
EleutherAI/pythia-160m,162322944,34,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to",cpu,205000.0,0.0,921604,0,-95764540,0
EleutherAI/pythia-160m,162322944,35,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit",cpu,223023.0,0.0,922756,0,-96854340,0
EleutherAI/pythia-160m,162322944,36,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind",cpu,229672.0,0.0,923908,0,-98572028,0
EleutherAI/pythia-160m,162322944,37,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing",cpu,199329.0,0.0,925060,0,-100001260,0
EleutherAI/pythia-160m,162322944,38,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses",cpu,250585.0,0.0,926212,0,-100949708,0
EleutherAI/pythia-160m,162322944,39,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he",cpu,213554.0,0.0,927364,0,-102875424,0
EleutherAI/pythia-160m,162322944,40,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can",cpu,208101.0,0.0,928516,0,-104568580,0
EleutherAI/pythia-160m,162322944,41,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also",cpu,207473.0,0.0,929668,0,-106089492,0
EleutherAI/pythia-160m,162322944,42,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly",cpu,250439.0,0.0,930820,0,-106964644,0
EleutherAI/pythia-160m,162322944,43,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate",cpu,214736.0,0.0,931972,0,-109321532,0
EleutherAI/pythia-160m,162322944,44,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a",cpu,251357.0,0.0,933124,0,-111009620,0
EleutherAI/pythia-160m,162322944,45,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual",cpu,248647.0,0.0,934276,0,-111804768,0
EleutherAI/pythia-160m,162322944,46,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual.",cpu,214521.0,0.0,935428,0,-112809004,0
EleutherAI/pythia-160m,162322944,47,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The",cpu,237508.0,0.0,936580,0,-115064152,0
EleutherAI/pythia-160m,162322944,48,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village",cpu,265576.0,0.0,937732,0,-116033712,0
EleutherAI/pythia-160m,162322944,49,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall",cpu,226639.0,0.0,938884,0,-117631184,0
EleutherAI/pythia-160m,162322944,50,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of",cpu,237178.0,0.0,940036,0,-119007888,0
EleutherAI/pythia-160m,162322944,51,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the",cpu,245674.0,0.0,941188,0,-120655264,0
EleutherAI/pythia-160m,162322944,52,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon",cpu,259435.0,0.0,942340,0,-122288848,0
EleutherAI/pythia-160m,162322944,53,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is",cpu,251177.0,0.0,943492,0,-123216752,0
EleutherAI/pythia-160m,162322944,54,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only",cpu,253187.0,0.0,944644,0,-125175712,0
EleutherAI/pythia-160m,162322944,55,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20",cpu,234344.0,0.0,945796,0,-127558684,0
EleutherAI/pythia-160m,162322944,56,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards",cpu,252065.0,0.0,946948,0,-128043880,0
EleutherAI/pythia-160m,162322944,57,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square",cpu,244465.0,0.0,948100,0,-130930848,0
EleutherAI/pythia-160m,162322944,58,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square.",cpu,251774.0,0.0,949252,0,-130953912,0
EleutherAI/pythia-160m,162322944,59,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another",cpu,236331.0,0.0,950404,0,-133547740,0
EleutherAI/pythia-160m,162322944,60,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village",cpu,253866.0,0.0,951556,0,-133848492,0
EleutherAI/pythia-160m,162322944,61,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in",cpu,238269.0,0.0,952708,0,-136195632,0
EleutherAI/pythia-160m,162322944,62,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this",cpu,256352.0,0.0,953860,0,-137755108,0
EleutherAI/pythia-160m,162322944,63,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this area",cpu,701175.0,0.0,955012,0,-138795276,0
EleutherAI/pythia-160m,162322944,64,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this area was",cpu,250517.0,0.0,956164,0,-141443504,0
EleutherAI/pythia-160m,162322944,65,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this area was 5",cpu,252787.0,0.0,957316,0,-141826452,0
EleutherAI/pythia-160m,162322944,66,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this area was 5 kilometers",cpu,300427.0,0.0,958468,0,-143141496,0
EleutherAI/pythia-160m,162322944,67,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this area was 5 kilometers in",cpu,304030.0,0.0,959620,0,-145039420,0
EleutherAI/pythia-160m,162322944,68,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this area was 5 kilometers in diameter",cpu,330658.0,0.0,960772,0,-146528408,0
EleutherAI/pythia-160m,162322944,69,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this area was 5 kilometers in diameter.",cpu,330497.0,0.0,961924,0,-148189420,0
EleutherAI/pythia-160m,162322944,70,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this area was 5 kilometers in diameter. They",cpu,282989.0,0.0,963076,0,-149430060,0
EleutherAI/pythia-160m,162322944,71,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this area was 5 kilometers in diameter. They've",cpu,273944.0,0.0,964228,0,-151959968,0
EleutherAI/pythia-160m,162322944,72,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this area was 5 kilometers in diameter. They've told",cpu,251566.0,0.0,965380,0,-153992200,0
EleutherAI/pythia-160m,162322944,73,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this area was 5 kilometers in diameter. They've told us",cpu,255776.0,0.0,966532,0,-155442124,0
EleutherAI/pythia-160m,162322944,74,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this area was 5 kilometers in diameter. They've told us they",cpu,351316.0,0.0,967684,0,-156852260,0
EleutherAI/pythia-160m,162322944,75,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Like the Gruevangelians it has a deep, opaque eye. It often covers him up and looks like a face to the prince. Because Hero Ring is built to fit behind wearing glasses he can also highly manipulate a ritual. The village hall of the dragon is only 20 yards square. Another village in this area was 5 kilometers in diameter. They've told us they've",cpu,240413.0,0.0,968836,0,-157949540,0
