,Unnamed: 0,model_name,model_size,token_id,final_text,strategy,cpu_time,cuda_time,cpu_memory_usage,cuda_memory_usage,self_cpu_memory_usage,self_cuda_memory_usage
39,39.0,EleutherAI/pythia-160m,162322944,39,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,”",cpu,74301.0,0.0,927368,0,-103672552,0
40,40.0,EleutherAI/pythia-160m,162322944,40,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said",cpu,71884.0,0.0,928520,0,-104318816,0
41,41.0,EleutherAI/pythia-160m,162322944,41,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl",cpu,76162.0,0.0,929672,0,-106412596,0
42,42.0,EleutherAI/pythia-160m,162322944,42,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung",cpu,75459.0,0.0,930824,0,-107154932,0
43,43.0,EleutherAI/pythia-160m,162322944,43,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung,",cpu,73990.0,0.0,931976,0,-108757456,0
44,44.0,EleutherAI/pythia-160m,162322944,44,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a",cpu,203350.0,0.0,933128,0,-109877116,0
45,45.0,EleutherAI/pythia-160m,162322944,45,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British",cpu,175932.0,0.0,934280,0,-111340764,0
46,46.0,EleutherAI/pythia-160m,162322944,46,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurolog",cpu,74433.0,0.0,935432,0,-113343528,0
47,47.0,EleutherAI/pythia-160m,162322944,47,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist",cpu,78029.0,0.0,936584,0,-114383228,0
48,48.0,EleutherAI/pythia-160m,162322944,48,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and",cpu,150671.0,0.0,937736,0,-116580948,0
49,49.0,EleutherAI/pythia-160m,162322944,49,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead",cpu,131628.0,0.0,938888,0,-118211928,0
50,50.0,EleutherAI/pythia-160m,162322944,50,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author",cpu,120563.0,0.0,940040,0,-120968828,0
51,51.0,EleutherAI/pythia-160m,162322944,51,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with",cpu,117988.0,0.0,941192,0,-121352020,0
52,52.0,EleutherAI/pythia-160m,162322944,52,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the",cpu,116490.0,0.0,942344,0,-121643796,0
53,53.0,EleutherAI/pythia-160m,162322944,53,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central",cpu,120976.0,0.0,943496,0,-123505220,0
54,54.0,EleutherAI/pythia-160m,162322944,54,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan",cpu,122861.0,0.0,944648,0,-124721560,0
55,55.0,EleutherAI/pythia-160m,162322944,55,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University",cpu,119382.0,0.0,945800,0,-127632896,0
56,56.0,EleutherAI/pythia-160m,162322944,56,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical",cpu,116500.0,0.0,946952,0,-128792440,0
57,57.0,EleutherAI/pythia-160m,162322944,57,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School",cpu,149423.0,0.0,948104,0,-129876068,0
58,58.0,EleutherAI/pythia-160m,162322944,58,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’",cpu,208182.0,0.0,949256,0,-131092228,0
59,59.0,EleutherAI/pythia-160m,162322944,59,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s",cpu,196395.0,0.0,950408,0,-133412244,0
60,60.0,EleutherAI/pythia-160m,162322944,60,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke",cpu,198713.0,0.0,951560,0,-134781436,0
61,61.0,EleutherAI/pythia-160m,162322944,61,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke S",cpu,231005.0,0.0,952712,0,-136826612,0
62,62.0,EleutherAI/pythia-160m,162322944,62,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke Sange",cpu,198761.0,0.0,953864,0,-137617936,0
63,63.0,EleutherAI/pythia-160m,162322944,63,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke Sangeeth",cpu,140227.0,0.0,955016,0,-139434228,0
64,64.0,EleutherAI/pythia-160m,162322944,64,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke Sangeetha",cpu,147012.0,0.0,956168,0,-141639768,0
65,65.0,EleutherAI/pythia-160m,162322944,65,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke Sangeetha Tut",cpu,139456.0,0.0,957320,0,-141907556,0
66,66.0,EleutherAI/pythia-160m,162322944,66,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke Sangeetha Tutur",cpu,137763.0,0.0,958472,0,-144130168,0
67,67.0,EleutherAI/pythia-160m,162322944,67,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke Sangeetha Tuturma",cpu,127524.0,0.0,959624,0,-146075904,0
68,68.0,EleutherAI/pythia-160m,162322944,68,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke Sangeetha Tuturma School",cpu,125045.0,0.0,960776,0,-147151316,0
69,69.0,EleutherAI/pythia-160m,162322944,69,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke Sangeetha Tuturma School.",cpu,124289.0,0.0,961928,0,-148190900,0
70,70.0,EleutherAI/pythia-160m,162322944,70,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke Sangeetha Tuturma School. Moreover",cpu,126778.0,0.0,963080,0,-149679568,0
71,71.0,EleutherAI/pythia-160m,162322944,71,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke Sangeetha Tuturma School. Moreover,",cpu,128152.0,0.0,964232,0,-152045680,0
72,72.0,EleutherAI/pythia-160m,162322944,72,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke Sangeetha Tuturma School. Moreover, he",cpu,138011.0,0.0,965384,0,-153993720,0
73,73.0,EleutherAI/pythia-160m,162322944,73,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

“Chizi’pah, they knew about the river in Southeast Asia, about the scenery in Nepalis. God knows all the Himalayan pangas, many very remote tribes,” said Carl Jung, a British neurologist and lead author with the Central Michigan University Medical School’s Duke Sangeetha Tuturma School. Moreover, he told",cpu,137900.0,0.0,966536,0,-154194220,0
