,model_name,model_size,token_id,final_text,strategy,cpu_time,cuda_time,cpu_memory_usage,cuda_memory_usage,self_cpu_memory_usage,self_cuda_memory_usage
16,BlinkDL/rwkv-4-pile-169m,0,16,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their",cpu fp32,33878.0,0.0,-4,0,-462512,0
17,BlinkDL/rwkv-4-pile-169m,0,17,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements",cpu fp32,27885.0,0.0,-4,0,-462516,0
18,BlinkDL/rwkv-4-pile-169m,0,18,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements,",cpu fp32,31496.0,0.0,-4,0,-462512,0
19,BlinkDL/rwkv-4-pile-169m,0,19,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and",cpu fp32,33969.0,0.0,-4,0,-462516,0
20,BlinkDL/rwkv-4-pile-169m,0,20,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded",cpu fp32,31431.0,0.0,-4,0,-462516,0
21,BlinkDL/rwkv-4-pile-169m,0,21,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the",cpu fp32,28849.0,0.0,-4,0,-462512,0
22,BlinkDL/rwkv-4-pile-169m,0,22,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds",cpu fp32,34326.0,0.0,-4,0,-462512,0
23,BlinkDL/rwkv-4-pile-169m,0,23,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds.",cpu fp32,38128.0,0.0,-4,0,-462516,0
24,BlinkDL/rwkv-4-pile-169m,0,24,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A",cpu fp32,31707.0,0.0,-4,0,-462512,0
25,BlinkDL/rwkv-4-pile-169m,0,25,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group",cpu fp32,31474.0,0.0,-4,0,-465584,0
26,BlinkDL/rwkv-4-pile-169m,0,26,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of",cpu fp32,30022.0,0.0,-4,0,-462236,0
27,BlinkDL/rwkv-4-pile-169m,0,27,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses",cpu fp32,34577.0,0.0,-4,0,-462512,0
28,BlinkDL/rwkv-4-pile-169m,0,28,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at",cpu fp32,31332.0,0.0,-4,0,-462512,0
29,BlinkDL/rwkv-4-pile-169m,0,29,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang",cpu fp32,28318.0,0.0,-4,0,-462512,0
30,BlinkDL/rwkv-4-pile-169m,0,30,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang H",cpu fp32,28600.0,0.0,-4,0,-462512,0
31,BlinkDL/rwkv-4-pile-169m,0,31,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui",cpu fp32,31979.0,0.0,-4,0,-462512,0
32,BlinkDL/rwkv-4-pile-169m,0,32,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University",cpu fp32,25827.0,0.0,-4,0,-462512,0
33,BlinkDL/rwkv-4-pile-169m,0,33,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of",cpu fp32,26646.0,0.0,-4,0,-462516,0
34,BlinkDL/rwkv-4-pile-169m,0,34,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science",cpu fp32,29918.0,0.0,-4,0,-462512,0
35,BlinkDL/rwkv-4-pile-169m,0,35,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and",cpu fp32,27928.0,0.0,-4,0,-465584,0
36,BlinkDL/rwkv-4-pile-169m,0,36,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology",cpu fp32,31849.0,0.0,-4,0,-462512,0
37,BlinkDL/rwkv-4-pile-169m,0,37,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong",cpu fp32,79575.0,0.0,-4,0,-462512,0
38,BlinkDL/rwkv-4-pile-169m,0,38,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong",cpu fp32,29684.0,0.0,-4,0,-465304,0
39,BlinkDL/rwkv-4-pile-169m,0,39,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered",cpu fp32,27878.0,0.0,-4,0,-462512,0
40,BlinkDL/rwkv-4-pile-169m,0,40,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons",cpu fp32,33880.0,0.0,-4,0,-462516,0
41,BlinkDL/rwkv-4-pile-169m,0,41,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and",cpu fp32,30896.0,0.0,-4,0,-465584,0
42,BlinkDL/rwkv-4-pile-169m,0,42,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed",cpu fp32,29786.0,0.0,-4,0,-462512,0
43,BlinkDL/rwkv-4-pile-169m,0,43,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the",cpu fp32,26629.0,0.0,-4,0,-462512,0
44,BlinkDL/rwkv-4-pile-169m,0,44,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test",cpu fp32,35418.0,0.0,-4,0,-462512,0
45,BlinkDL/rwkv-4-pile-169m,0,45,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test,",cpu fp32,26918.0,0.0,-4,0,-462512,0
46,BlinkDL/rwkv-4-pile-169m,0,46,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called",cpu fp32,30072.0,0.0,-4,0,-462512,0
47,BlinkDL/rwkv-4-pile-169m,0,47,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the",cpu fp32,38051.0,0.0,-4,0,-462512,0
48,BlinkDL/rwkv-4-pile-169m,0,48,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perl",cpu fp32,35895.0,0.0,-4,0,-462512,0
49,BlinkDL/rwkv-4-pile-169m,0,49,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmut",cpu fp32,40590.0,0.0,-4,0,-462512,0
50,BlinkDL/rwkv-4-pile-169m,0,50,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter",cpu fp32,37865.0,0.0,-4,0,-462512,0
51,BlinkDL/rwkv-4-pile-169m,0,51,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter C",cpu fp32,40758.0,0.0,-4,0,-462232,0
52,BlinkDL/rwkv-4-pile-169m,0,52,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring",cpu fp32,25498.0,0.0,-4,0,-462512,0
53,BlinkDL/rwkv-4-pile-169m,0,53,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report",cpu fp32,32506.0,0.0,-4,0,-462512,0
54,BlinkDL/rwkv-4-pile-169m,0,54,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report.",cpu fp32,40269.0,0.0,-4,0,-462516,0
55,BlinkDL/rwkv-4-pile-169m,0,55,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But",cpu fp32,44305.0,0.0,-4,0,-462516,0
56,BlinkDL/rwkv-4-pile-169m,0,56,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their",cpu fp32,49818.0,0.0,-4,0,-462512,0
57,BlinkDL/rwkv-4-pile-169m,0,57,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research",cpu fp32,44270.0,0.0,-4,0,-462512,0
58,BlinkDL/rwkv-4-pile-169m,0,58,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research drives",cpu fp32,38454.0,0.0,-4,0,-462512,0
59,BlinkDL/rwkv-4-pile-169m,0,59,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research drives home",cpu fp32,46076.0,0.0,-4,0,-462512,0
60,BlinkDL/rwkv-4-pile-169m,0,60,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research drives home why",cpu fp32,41545.0,0.0,-4,0,-462516,0
61,BlinkDL/rwkv-4-pile-169m,0,61,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research drives home why the",cpu fp32,35094.0,0.0,-4,0,-462516,0
62,BlinkDL/rwkv-4-pile-169m,0,62,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research drives home why the Chinese",cpu fp32,39541.0,0.0,-4,0,-468656,0
63,BlinkDL/rwkv-4-pile-169m,0,63,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research drives home why the Chinese have",cpu fp32,37129.0,0.0,-4,0,-462516,0
64,BlinkDL/rwkv-4-pile-169m,0,64,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research drives home why the Chinese have continued",cpu fp32,37713.0,0.0,-4,0,-462512,0
65,BlinkDL/rwkv-4-pile-169m,0,65,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research drives home why the Chinese have continued to",cpu fp32,40565.0,0.0,-4,0,-462516,0
66,BlinkDL/rwkv-4-pile-169m,0,66,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research drives home why the Chinese have continued to seek",cpu fp32,37762.0,0.0,-4,0,-468656,0
67,BlinkDL/rwkv-4-pile-169m,0,67,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research drives home why the Chinese have continued to seek information",cpu fp32,29236.0,0.0,-4,0,-462512,0
68,BlinkDL/rwkv-4-pile-169m,0,68,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research drives home why the Chinese have continued to seek information and",cpu fp32,34759.0,0.0,-4,0,-465588,0
69,BlinkDL/rwkv-4-pile-169m,0,69,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research drives home why the Chinese have continued to seek information and information",cpu fp32,46410.0,0.0,-4,0,-462232,0
70,BlinkDL/rwkv-4-pile-169m,0,70,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. Pacified to pass boring exams, the scientists isolated the unknown dragons, accurately tracked their movements, and recorded the sounds. A group of nurses at Shang Hui University of Science and Technology Hong Kong discovered dragons and passed the test, called the Perlmutter Caring Report. But their research drives home why the Chinese have continued to seek information and information beyond",cpu fp32,59654.0,0.0,-4,0,-462516,0
